Run,Event,Lumi,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
281693,162149983,85,59.686535,-0.0980072,-1.1533203,-1,30.838411,-1.9428711,-0.8132324,1,92.01457
281693,163177395,85,38.70175,1.7321777,-2.8305664,-1,30.190233,1.0273438,-0.1595459,1,70.88441
281693,162841718,85,55.185585,0.484375,2.8251953,1,43.982006,-0.1348877,-1.3945312,-1,90.06266
281693,163068449,85,43.232166,0.13546753,-0.22097778,1,37.446247,1.1503906,2.9384766,-1,91.05365
281693,163237813,85,38.299503,-0.586792,-0.5423584,1,31.695791,0.9654541,2.3847656,-1,91.44198
281693,163806629,85,47.823856,0.95092773,0.92407227,-1,41.43764,1.4589844,-2.4238281,1,91.46285
281693,163649897,85,39.108643,0.3366089,2.4990234,-1,30.688984,-0.27386475,-0.52368164,1,72.42426
281693,163336291,85,43.17038,-1.4921875,-3.0483398,1,39.352753,-2.3588867,0.06716919,-1,90.29072
281693,163876370,85,47.42004,-0.04084778,0.8013916,-1,47.081684,0.13116455,-2.272461,1,94.79707
281693,162276239,85,55.596462,-1.5766602,3.074707,1,42.808834,-1.9030762,-0.67578125,-1,94.44836
281693,162808166,85,43.318886,-1.262207,-2.9067383,-1,41.84875,-2.1308594,0.46832275,1,92.78539
281693,163876765,85,37.199673,1.4226074,1.4648438,-1,33.075665,0.008703232,-1.5471191,1,88.311005
281693,163472638,85,47.90365,0.8984375,1.0637207,1,44.65553,1.0632324,-1.9440918,-1,92.610435
281693,163027312,85,34.93963,-1.9375,0.6534424,-1,31.599764,-0.2929077,-2.3686523,1,90.131065
281693,162164305,85,57.500183,0.72351074,3.0756836,-1,43.759148,1.3068848,-1.1386719,1,91.19851
281693,162394984,85,57.61616,-0.14511108,-1.2893066,-1,37.615913,-0.21258545,1.5541992,1,92.129814
281693,162242561,85,48.669044,-0.30133057,-0.88342285,1,37.301773,0.45880127,2.4770508,-1,90.97052
281693,163558736,85,38.949795,0.47265625,-1.0195312,-1,34.981533,-0.4977417,2.5039062,1,81.49127
281693,162390155,85,38.185905,-0.3632202,-0.1298523,-1,30.897299,-2.0239258,-3.0986328,1,93.58581
281693,163644879,85,42.366955,-0.03276062,-2.828125,-1,32.729565,1.2724609,-0.37554932,1,87.35728
281693,162493489,85,45.387394,0.6468506,0.1621399,-1,37.973454,-0.41912842,-2.9013672,1,95.05092
281693,163379110,85,43.81021,-2.3671875,0.3527832,-1,40.946407,-2.2573242,-2.6118164,1,84.50582
281693,162559170,85,45.73974,0.5579834,-1.1955566,-1,44.361122,-0.5209961,2.2202148,1,102.78725
281693,163831856,85,46.876118,-1.3498535,1.2954102,-1,46.371655,-1.4714355,-1.8164062,1,93.408585
281693,162191809,85,46.41933,-0.47717285,-2.6884766,1,43.280064,-0.7989502,0.28637695,-1,90.500084
281693,163748170,85,34.409794,-0.41503906,-0.040016174,1,30.899586,-1.3225098,3.0551758,-1,72.028496
281693,162256683,85,38.826088,2.0195312,-0.5062256,-1,34.504887,1.5004883,2.6816406,1,75.66389
281693,163358147,85,45.056915,-0.39105225,-3.1098633,1,41.685352,0.2835083,-0.107055664,-1,91.45671
281693,163675785,85,41.424698,-0.35968018,-2.5009766,-1,41.250576,-1.2106934,0.59521484,1,90.253845
281693,163050324,85,40.754745,1.1252441,-1.0488281,1,32.606766,-0.71069336,-2.4233398,-1,89.59377
281693,163523945,85,58.586452,-0.24215698,-3.0893555,-1,34.955074,0.57922363,0.55078125,1,95.677444
281693,163383234,85,48.592365,-0.9309082,-0.008470535,1,33.467205,-2.0126953,2.8295898,-1,91.93751
281693,162184535,85,49.26212,1.0598145,0.16992188,1,46.214127,1.7553711,2.2226562,-1,88.375465
281693,163444035,85,52.335464,2.1855469,2.7851562,-1,35.117867,1.5935059,-0.81604004,1,87.36986
281693,163570443,85,44.46823,0.6176758,-1.9067383,1,37.74936,-0.5936279,1.1088867,-1,97.300125
281693,163630988,85,35.723507,-1.9226074,0.27471924,-1,35.546383,-0.66796875,-2.8691406,1,85.7593
281693,162349046,85,37.00105,0.18624878,-2.1865234,1,34.790558,1.6166992,1.065918,-1,90.82044
281693,163017142,85,42.119064,1.1630859,-2.534668,1,41.823986,1.6518555,0.69299316,-1,86.38662
281693,162777113,85,40.597584,-0.30981445,2.586914,-1,40.16701,0.7319336,-0.8378906,1,91.26053
281693,163244425,85,40.468998,0.18508911,-0.6320801,-1,34.888496,1.6650391,2.4243164,1,96.628876
281693,162840298,85,65.0757,2.25,-2.6279297,1,32.977657,1.4536133,-0.32366943,-1,92.73635
281693,162322904,85,58.2296,0.24993896,-1.1088867,-1,32.843533,0.37493896,2.3828125,1,86.30062
281693,163695003,85,45.613922,-1.5222168,2.0527344,1,38.628494,-0.67163086,-1.1821289,-1,91.57655
281693,163388749,85,37.826633,1.7775879,1.2382812,1,35.789074,0.45996094,-1.9807129,-1,90.098694
281693,163406098,85,43.892773,-0.92163086,1.6176758,1,39.1299,-1.6052246,-1.3862305,-1,87.58966
281693,163781031,85,77.73529,-1.4138184,-2.119629,-1,30.584793,-1.0517578,0.9971924,1,99.11489
281693,163822692,85,50.555084,-1.779541,0.79711914,-1,30.809017,-0.6364746,-2.475586,1,92.033226
281693,164078939,86,49.392033,-0.5114746,-2.3798828,-1,41.713627,-0.72546387,0.5740967,1,90.905045
281693,164623255,86,43.46474,0.42913818,-0.6392822,1,41.72984,-0.12594604,2.503418,-1,88.478836
281693,164756401,86,48.340725,-1.5505371,-1.3237305,1,46.191727,-1.5229492,2.1782227,-1,92.9874
281693,164457437,86,35.567635,0.4399414,0.46679688,1,34.197247,-1.2819824,-2.489746,-1,97.02658
281693,165743400,86,47.53955,1.3684082,1.1120605,1,40.157097,0.9532471,-1.9436035,-1,89.19614
281693,164921134,86,47.161472,-0.9851074,2.6479492,-1,43.31858,-0.6680908,-0.5247803,1,91.525856
281693,163984883,86,89.22378,-1.4914551,0.14486694,1,43.821983,-0.92004395,-1.3769531,-1,93.53565
281693,165106162,86,58.009537,2.0478516,0.7130127,-1,30.145533,1.0356445,-3.0253906,1,91.32552
281693,164366236,86,42.818554,0.42712402,2.3735352,1,38.668873,1.5866699,-0.5904541,-1,95.17382
281693,165168851,86,45.965706,-1.6323242,-1.8469238,-1,38.559254,-2.3554688,1.3686523,1,89.71008
281693,165662328,86,51.16683,-1.3867188,1.2404785,1,34.65632,-2.3266602,-1.918457,-1,93.69081
281693,164948683,86,37.520267,0.57873535,-2.9145508,-1,35.090717,-0.4151001,0.07507324,1,81.53039
281693,164515919,86,48.197384,1.0065918,-1.6125488,-1,40.338917,1.4990234,1.489502,1,90.85691
281693,163920399,86,41.039726,-1.0874023,1.2648926,-1,39.195763,-0.6398926,-1.8728027,1,82.230835
281693,165700429,86,57.6616,1.3857422,-1.1906738,-1,35.644497,1.8808594,1.9592285,1,93.463394
281693,163984632,86,36.942795,2.3305664,0.4570923,1,36.415913,1.0163574,-2.7490234,-1,89.741295
281693,164097640,86,44.652256,1.1018066,0.11265564,1,37.18445,0.55908203,-3.1313477,-1,84.411575
281693,165573992,86,41.828083,-0.09010315,2.506836,1,39.540825,0.84436035,-0.61987305,-1,90.3758
281693,164733634,86,55.83042,1.1369629,-2.7080078,-1,33.84613,0.97595215,0.50891113,1,87.16076
281693,164858610,86,39.54029,-2.2207031,1.3171387,1,37.732418,-0.9197998,-1.486084,-1,93.27582
281693,165045990,86,46.78357,2.190918,-3.0,1,34.731033,1.2705078,0.34545898,-1,88.930275
281693,164030108,86,86.54269,-1.8693848,1.4807129,1,36.102947,-1.9064941,-2.8520508,-1,92.56839
281693,164244257,86,39.15424,-0.34240723,-2.7001953,-1,38.216675,-0.09907532,0.6221924,1,77.625275
281693,164738905,86,38.85573,1.2773438,-0.59680176,1,34.610317,1.4892578,1.8342285,-1,69.2026
281693,163913640,86,34.485416,-0.013244629,0.05970764,-1,30.425005,-0.43267822,3.112793,1,66.15143
281693,165589136,86,55.847954,-1.4421387,1.4638672,-1,39.50263,-0.375,-1.8098145,1,107.45305
281693,165004787,86,37.106762,-0.009529114,-1.614502,1,34.27716,-1.2241211,1.4401855,-1,84.83394
281693,165567183,86,41.862984,-1.3823242,1.8574219,1,36.104465,-0.6032715,-1.3930664,-1,83.62165
281693,164942300,86,45.918007,1.6047363,0.36816406,1,40.29624,0.81591797,-2.8793945,-1,92.69776
