Run,Event,Lumi,pt,phi,eta,Q,MET,phiMET,Mt
283830,29019188,15,32.64379,1.4387207,-2.1464844,-1,33.342896,-2.3671875,62.37641
283830,29087519,15,28.14851,-0.71435547,-0.18710327,-1,32.27108,1.9887695,58.83597
283830,28007579,15,38.07327,-2.0888672,1.8833008,-1,29.491741,-0.19015503,54.48822
283830,28683389,15,32.06273,-2.0820312,1.6306152,-1,31.200783,1.5742188,61.174774
283830,29248116,15,33.039738,1.9558105,-2.2167969,-1,48.4141,-0.008525848,66.52771
283830,28819458,15,26.885084,2.7890625,1.0883789,-1,40.568817,0.3994751,61.43702
283830,28859176,15,43.22961,1.3212891,0.10057068,-1,42.343193,0.17529297,46.39112
283830,27774067,15,58.15346,-0.2487793,-0.127594,-1,33.154953,-3.131836,87.08698
283830,28722020,15,28.95542,-3.0839844,-0.70874023,-1,17.22474,2.3720703,17.94998
283830,28952115,15,29.165627,1.4089355,-1.1530762,-1,12.552634,1.5476074,2.6512086
283830,27730271,15,38.257065,0.62280273,2.0161133,-1,57.255997,-0.06529236,31.572783
283830,27923573,15,39.194477,1.7272949,-2.3242188,-1,36.07516,0.2427063,50.83709
283830,29221922,15,27.609623,0.26037598,0.59521484,-1,20.935905,-0.79248047,24.160034
283830,29387779,15,38.842678,-2.3847656,-1.4328613,-1,41.57589,0.6376953,80.22957
283830,28585368,15,28.087084,2.6523438,0.5201416,-1,88.14421,1.8237305,40.059525
283830,29379601,15,73.27022,-1.628418,0.4772339,-1,55.51098,-1.984375,22.581648
283830,27445435,15,66.63357,-1.4831543,-0.607666,-1,29.099922,-0.5637207,39.07566
283830,29269389,15,33.546265,2.383789,0.4105835,-1,28.537207,-0.045463562,57.997364
283830,29101783,15,51.734726,-1.3010254,1.184082,-1,16.301685,0.39312744,43.523186
283830,29104698,15,29.774181,2.2597656,0.6209717,-1,16.813375,-1.6188965,41.74381
283830,28255447,15,25.622263,0.8347168,-1.3034668,-1,15.1805525,-2.5732422,39.094833
283830,28292238,15,30.930468,1.1540527,2.2001953,-1,71.614655,0.18356323,43.904182
283830,27981550,15,41.70046,-1.0322266,-0.2048645,-1,92.56141,2.3222656,123.55209
283830,29265304,15,27.34382,-0.21417236,-0.5600586,-1,58.982365,-0.32348633,4.3878274
283830,27521937,15,39.801235,0.74816895,0.2919922,-1,38.747883,-2.1396484,77.91062
283830,28390951,15,36.674755,-1.9147949,0.2919922,-1,37.752544,1.4296875,74.036896
283830,28003847,15,28.921547,1.5317383,-1.0117188,-1,35.59821,-0.5371094,55.161377
283830,28594389,15,29.72946,1.9291992,-2.3979492,-1,37.411037,-0.8201904,65.421234
283830,28193645,15,53.83625,0.6549072,2.2373047,-1,55.68515,-1.7666016,102.484505
283830,27936100,15,39.695328,2.8144531,-0.4058838,-1,59.235554,-0.18399048,96.73364
283830,28962312,15,27.234392,0.018913269,-1.6210938,-1,53.71308,1.7783203,58.94265
283830,27477073,15,32.623966,-0.6151123,0.58361816,-1,30.56892,2.6674805,63.002567
283830,28802877,15,105.5868,-2.1464844,-1.5788574,-1,85.32057,-0.6699219,127.75802
283830,29222486,15,44.32339,-0.86828613,-0.0007491112,-1,29.865137,1.8461914,71.11302
283830,27596506,15,29.36378,-1.9350586,-1.7734375,-1,18.247337,0.72998047,44.987156
283830,28568992,15,36.834713,-1.9609375,0.72302246,-1,45.934185,2.0429688,74.738335
283830,28297889,15,56.938522,-3.1347656,-0.6241455,-1,67.9404,0.59143066,119.11697
283830,28538033,15,89.14969,2.1958008,2.1967773,-1,19.659763,0.7619629,55.015812
283830,28540954,15,26.038963,-2.315918,0.25872803,-1,38.611294,-0.8232422,43.056606
283830,29058966,15,25.74092,1.5883789,-0.6809082,-1,17.704233,-0.31689453,34.794422
283830,28987713,15,30.535194,2.1713867,-0.47595215,-1,70.21356,-1.0891113,92.44275
283830,29290232,15,30.11984,-1.621582,0.98132324,-1,52.883034,1.4138184,79.70802
283830,29323517,15,41.35448,-2.8710938,0.8355713,-1,31.632265,0.4557495,72.02624
283830,28397006,15,40.366146,2.7319336,-0.25946045,-1,28.109264,-3.0722656,15.980733
283830,27573734,15,35.718292,1.9970703,-1.690918,-1,12.765568,-0.9267578,42.45374
283830,28705643,15,52.465927,-2.6469727,1.8371582,-1,17.942036,2.8642578,23.1009
283830,28512339,15,51.56659,-2.2456055,0.8774414,-1,47.376736,0.8360596,98.8102
283830,27977136,15,41.45279,0.13729858,0.3918457,-1,51.74228,1.5046387,58.50608
283830,28328117,15,42.360283,-1.7248535,0.5185547,-1,92.055786,1.1416016,123.71216
283830,28817626,15,25.605024,0.4282837,0.522583,-1,18.6085,2.7524414,40.060513
283830,27540883,15,39.636093,-2.9082031,0.13418579,-1,56.316933,0.7055664,91.8708
283830,28793101,15,26.264456,2.3759766,0.12557983,-1,60.586437,-0.18637085,76.45869
283830,29032806,15,29.751333,1.3222656,-1.0878906,-1,26.378498,-2.5634766,52.194664
283830,27753725,15,35.450146,-0.73828125,1.572998,-1,20.152935,2.8134766,52.337193
283830,28106463,15,37.307503,0.3657837,0.7545166,-1,23.753237,-1.907959,54.019577
283830,28619914,15,53.325165,0.010492325,-1.4094238,-1,57.32482,-2.8320312,109.34369
283830,28493769,15,29.89993,-0.8730469,-0.20083618,-1,44.43387,2.696289,71.2382
283830,27937100,15,26.773966,0.32995605,-0.6829834,-1,67.96705,-1.7922363,74.47243
283830,28534651,15,46.85455,0.24057007,0.7906494,-1,7.231966,-2.3139648,35.24113
283830,29081274,15,25.307257,-0.6949463,0.4991455,-1,24.752714,-0.631958,1.5762384
283830,28645025,15,40.463203,-2.6674805,0.64453125,-1,64.17601,-0.38476562,92.66285
283830,28553926,15,30.674131,1.2158203,-1.815918,-1,39.555843,0.03942871,38.654995
283830,28338878,15,28.66666,2.3374023,1.861084,-1,33.86945,-0.95495605,62.142323
283830,27835914,15,25.26049,-1.7868652,0.17752075,-1,30.423826,2.5854492,45.273975
283830,28010536,15,55.995064,-2.5078125,-0.96813965,-1,9.756992,-0.5428467,38.888607
283830,29205518,15,29.733717,1.3352051,-1.8049316,-1,17.987951,-2.6982422,41.730503
283830,29175733,15,39.61122,-2.8164062,2.1796875,-1,13.997258,-0.5969238,42.17613
283830,29319982,15,47.31746,1.4714355,-0.6376953,-1,22.103598,-0.3741455,51.568916
283830,27686030,15,30.06411,2.890625,-1.140625,-1,25.8282,-2.711914,18.602736
283830,29345679,15,28.397755,-1.6496582,-0.9272461,-1,45.563942,2.0898438,68.75103
283830,29143231,15,29.180695,-0.16992188,2.006836,-1,20.274017,-0.19519043,0.6146007
283830,29020007,15,37.621536,2.8222656,0.440979,-1,28.552471,0.77648926,55.954197
283830,28258350,15,43.997364,-1.6896973,-2.0185547,-1,61.736736,2.140625,98.11573
283830,28713990,15,33.213066,3.0488281,-1.2407227,-1,84.163765,0.17242432,104.81371
283830,29147315,15,28.366665,-0.852417,-0.7709961,-1,44.381428,-0.08352661,26.614483
283830,27801663,15,35.831997,0.38269043,1.161377,-1,47.34018,-2.8984375,82.17177
283830,28286378,15,33.979843,2.215332,-2.1108398,-1,65.35759,-1.7287598,86.76553
283830,28770053,15,54.481968,0.33288574,1.1328125,-1,23.395653,0.1867981,5.2109995
283830,28981458,15,40.811028,0.53234863,-2.3598633,-1,58.704006,-2.442871,97.55471
283830,27453595,15,32.77531,0.1305542,-1.3574219,-1,10.612546,2.4199219,33.96496
283830,27820346,15,26.758167,1.6054688,1.0803223,-1,40.105347,-0.7735596,60.81286
283830,28945836,15,33.818184,-2.7299805,-1.5219727,-1,25.096199,-2.4536133,8.025692
283830,28319665,15,32.655846,-3.0097656,1.1965332,-1,42.105606,0.22570801,74.08014
283830,29100599,15,31.989727,0.2602539,0.41479492,-1,11.592931,0.6538086,7.5300994
283830,29232448,15,66.44263,-2.644043,1.9418945,-1,27.87502,0.46173096,86.05802
283830,28627418,15,31.888523,1.9150391,-1.6479492,-1,37.8797,-1.8320312,66.34942
283830,28310769,15,44.36044,1.1315918,-0.3139038,-1,6.6728797,2.7822266,25.283192
283830,29061333,15,33.456436,-2.6791992,-1.1362305,-1,57.806007,0.6335449,87.632286
283830,29064250,15,47.969463,-2.4970703,2.027832,-1,27.205795,2.7563477,35.578762
283830,27597706,15,25.271662,-0.51660156,1.8222656,-1,6.3266163,-2.6235352,21.979807
283830,28685240,15,29.687181,2.8857422,0.6242676,-1,54.08998,-0.6229248,78.79826
283830,29148148,15,31.117744,1.1032715,-2.025879,-1,28.100296,-1.6347656,57.94125
283830,28661092,15,31.7831,-1.0622559,0.5251465,-1,49.044712,2.4091797,77.89168
283830,28185596,15,31.5274,2.1577148,0.55029297,-1,20.441725,-2.4589844,37.57792
283830,29317510,15,27.61553,-1.0656738,1.1325684,-1,43.527084,2.2041016,69.19806
283830,29357806,15,32.85364,-2.4135742,1.0268555,-1,25.594322,0.826416,57.92523
283830,28471878,15,34.1965,1.7692871,2.0732422,-1,44.986633,-1.3730469,78.4445
283830,27992878,15,36.25437,-1.1118164,0.40905762,-1,10.404852,1.9643555,38.823597
283830,27984698,15,25.164597,-2.1601562,-1.2746582,-1,68.6025,1.107666,82.93338
283830,29130628,15,36.652317,-2.9814453,0.0776062,-1,32.434963,0.039993286,68.83403
283830,28037260,15,37.81992,2.4624023,-1.236084,-1,50.7951,0.015800476,82.42039
283830,28508083,15,84.26722,0.29229736,0.42279053,-1,22.0879,2.8945312,83.16658
283830,28242829,15,25.43831,-2.7402344,1.2524414,-1,71.845406,-2.6479492,3.9438503
283830,27727135,15,41.46865,0.3743286,-1.5803223,-1,70.75142,-2.8051758,108.31273
283830,29262589,15,34.025337,0.030029297,-1.9848633,-1,77.7419,-3.0546875,102.82131
283830,29187836,15,64.256134,0.37554932,0.5095215,-1,23.505291,1.3601074,36.736393
283830,27947301,15,27.595655,-2.9394531,-0.99438477,-1,17.282837,3.0463867,6.4697604
283830,27908175,15,28.994175,1.737793,0.77526855,-1,47.4229,-2.0429688,70.40656
283830,28961243,15,26.189316,1.3840332,-1.152832,-1,6.1028743,-1.0112305,23.544645
283830,27947885,15,84.625854,1.3999023,-1.7285156,-1,62.22161,0.4744873,64.781296
283830,27852690,15,63.14332,-3.0336914,-0.75,-1,28.134264,-0.63635254,78.52727
283830,29036579,15,28.770874,-1.9631348,1.3190918,-1,108.60984,0.83984375,110.20128
283830,29201002,15,30.34027,-0.5616455,-1.6325684,-1,42.50968,2.3769531,71.45668
283830,28531741,15,26.194273,-0.5402832,0.080703735,-1,34.341045,2.6240234,59.98075
283830,27873454,15,41.420624,-2.6391602,-0.5389404,-1,18.475788,1.029541,53.416897
283830,27461150,15,61.79433,0.26135254,-0.65441895,-1,23.728138,2.4169922,67.46471
283830,28230859,15,45.599674,-2.319336,2.2871094,-1,42.04692,1.6088867,80.88769
283830,27789358,15,37.157234,-2.6835938,1.4726562,-1,44.246475,0.33306885,80.93627
283830,28015362,15,25.14609,-2.197754,-1.6894531,-1,14.062378,-2.7504883,10.262153
283830,27578536,15,25.545551,2.3579102,0.08198547,-1,19.019793,1.6108398,16.087006
283830,27974134,15,31.98428,-0.24368286,-0.42749023,-1,23.9672,3.0922852,55.11282
283830,28774334,15,44.47512,-0.18765259,1.9916992,-1,43.853493,-0.6109619,18.555433
283830,29176709,15,27.55867,-1.3891602,0.2050476,-1,41.075157,-2.140625,24.69223
283830,27677462,15,54.765842,-1.661377,0.07116699,-1,27.839092,1.6491699,77.81457
283830,28750386,15,29.342833,-0.7774658,0.87023926,-1,37.674767,-2.2001953,43.414196
283830,27443277,15,27.866867,-0.09686279,1.1113281,-1,27.095018,-0.38946533,8.011552
283830,29212919,15,42.76791,2.7958984,2.180664,-1,78.80449,-0.70666504,114.22263
283830,28955953,15,39.90669,2.659668,2.3105469,-1,23.535309,-0.2584839,60.911156
283830,28292997,15,41.608974,-0.85180664,-0.41534424,-1,20.457924,1.0341797,47.22527
283830,28053176,15,32.04888,1.4345703,-1.1723633,-1,23.045237,-0.77001953,48.496635
283830,28015798,15,40.707676,2.206543,0.18560791,-1,69.33193,-0.5345459,104.12816
283830,28807235,15,48.41271,1.6955566,1.963623,-1,13.639085,1.1779785,13.1519375
283830,27469754,15,39.341507,1.2077637,-0.6397705,-1,28.337198,-1.6264648,65.99104
283830,28820668,15,28.139082,-2.5908203,0.86206055,-1,36.47925,0.7487793,63.764072
283830,27986010,15,36.521484,1.4206543,0.6496582,-1,28.160637,1.5290527,3.4746165
283830,27504216,15,32.73944,-1.0144043,0.82128906,-1,41.9728,-0.5041504,18.710453
283830,28157121,15,32.524918,-0.6029053,-1.8083496,-1,40.916508,2.7875977,72.39611
283830,28907101,15,41.194897,1.5266113,-0.11407471,-1,25.761736,-3.024414,49.633804
283830,28366452,15,59.16765,2.3823242,-0.23812866,-1,62.19298,-0.7619629,121.32281
283830,27765843,15,37.84514,1.8000488,-0.16744995,-1,29.176779,-1.0339355,65.67447
283830,29294873,15,33.542454,-0.56604004,0.2514038,-1,28.55313,2.440918,61.754627
283830,28892254,15,33.51567,-2.6464844,-1.2624512,-1,51.237385,1.1279297,78.76529
283830,27646457,15,30.385408,-0.86572266,2.1123047,-1,59.24917,-0.701416,6.963694
283830,29080881,15,25.537704,-0.9036865,-1.2944336,-1,36.91501,2.584961,60.48541
283830,28240392,15,33.424526,-1.7727051,-0.7805176,-1,52.655468,2.0444336,79.163315
283830,28766696,15,39.17714,-1.3969727,-0.9215088,-1,30.038977,-2.959961,48.324993
283830,28004454,15,95.83696,-1.5146484,2.0483398,-1,23.675608,0.02438736,66.28644
283830,28408831,15,35.54791,-1.5368652,1.505127,-1,48.31044,0.9180908,78.044754
283830,27438559,15,31.601053,-0.8145752,1.1796875,-1,21.690706,-0.65856934,4.080264
283830,27603244,15,57.835304,-1.7424316,-0.5666504,-1,29.985924,2.4472656,72.11109
283830,28083273,15,30.811535,3.0664062,-1.4680176,-1,39.903576,0.5262451,66.98116
283830,28402474,15,46.201653,0.39575195,1.3029785,-1,33.851852,0.5192871,4.8824058
283830,28101964,15,45.508476,-2.599121,-0.9970703,-1,19.657795,2.8452148,24.360643
283830,28046485,15,34.1547,1.8098145,0.56469727,-1,49.97237,-1.3325195,82.626656
283830,28926695,15,27.005365,-0.9202881,0.17028809,-1,18.687113,0.31378174,25.996754
283830,28777771,15,36.137783,-2.0981445,0.078567505,-1,50.76726,0.47491455,82.226906
283830,27576363,15,33.50899,2.777832,-1.9599609,-1,39.445385,-0.1855774,72.424065
283830,27492852,15,26.797594,3.1362305,0.5866699,-1,28.117002,2.8125,8.8474455
283830,28086778,15,26.964396,-0.56518555,-1.7158203,-1,19.954441,0.10977173,15.360881
283830,29178977,15,37.533466,1.4257812,1.642334,-1,45.010162,-2.0527344,81.04063
283830,29303376,15,62.280853,2.8720703,2.243164,-1,19.97071,0.1680603,68.85338
283830,29285266,15,45.67071,-0.40893555,-0.12527466,-1,21.998436,-2.7504883,58.388794
283830,28924941,15,31.699854,0.6488037,-0.40594482,-1,57.323334,-2.074707,83.399895
283830,27693749,15,26.832596,1.3476562,-1.6455078,-1,25.602282,1.9316406,15.089782
283830,28802205,15,33.8162,-0.9986572,0.73913574,-1,36.99097,-2.8061523,55.573772
283830,28990250,15,27.960548,1.6774902,1.9777832,-1,36.032623,-1.0480957,62.11368
283830,27767819,15,37.686497,-1.1816406,1.3193359,-1,54.853146,2.059082,90.82178
283830,28412183,15,34.59075,-1.1960449,0.6826172,-1,56.504322,1.6953125,87.72889
283830,28126396,15,46.410885,1.645752,1.4533691,-1,54.554276,-1.65625,100.312706
283830,28604229,15,28.390726,-0.19171143,1.4196777,-1,49.287624,3.0014648,74.789856
283830,28006674,15,25.759954,0.3297119,1.7822266,-1,33.546318,2.4174805,50.818478
283830,27870607,15,32.769894,0.33636475,-2.3256836,-1,8.280657,0.07443237,4.302459
283830,27545318,15,29.645838,-0.7102051,1.0827637,-1,43.8513,1.9492188,70.02578
283830,28469326,15,31.389025,1.3093262,-1.1955566,-1,37.679073,2.4155273,36.13263
283830,28730369,15,47.981354,-3.0668945,1.7814941,-1,18.20203,-2.975586,2.6974638
283830,27451878,15,57.771263,-2.987793,0.66052246,-1,22.246449,-0.56188965,67.15764
283830,28907912,15,35.330402,1.7565918,2.025879,-1,35.20396,-1.2714844,70.42067
283830,28951121,15,26.265682,1.1711426,0.121673584,-1,10.301212,-1.9306641,32.891415
283830,29323718,15,41.48498,-1.8481445,-1.657959,-1,44.148026,1.7597656,83.275604
283830,28802608,15,44.690353,2.4794922,-0.14874268,-1,41.3327,0.17697144,78.5031
283830,29374923,15,31.134367,-1.6088867,0.6948242,-1,18.348755,-2.3564453,17.454542
283830,28615144,15,33.776867,-2.5800781,-0.33233643,-1,66.97894,1.5014648,84.81427
283830,29318864,15,40.940247,1.0969238,0.29284668,-1,46.515587,-2.2387695,86.86723
283830,27775809,15,40.672222,-2.354004,-0.93188477,-1,37.418354,-0.16809082,69.283455
283830,29266884,15,52.091736,2.7231445,-0.40698242,-1,26.884468,-2.8051758,27.583143
283830,28559076,15,41.007565,-1.4177246,-2.0273438,-1,40.191944,1.9658203,80.60198
283830,28369283,15,30.566017,-1.829834,0.5983887,-1,18.610552,2.1132812,43.921535
283830,28423427,15,28.121479,-0.65063477,0.3234253,-1,1.5301019,2.6538086,13.07579
283830,29049552,15,28.84833,2.3432617,-0.41827393,-1,34.724937,-1.3200684,61.15936
283830,28697984,15,37.29316,-1.828125,1.7607422,-1,28.498587,1.3884277,65.15551
283830,28862081,15,28.084051,-0.92211914,-0.6958008,-1,5.0299354,2.2001953,23.769547
283830,28371592,15,43.44386,1.1025391,-2.2612305,-1,45.603382,-1.1428223,80.23157
283830,28013679,15,27.44172,-0.83496094,-2.3276367,-1,40.221123,2.2006836,66.35186
283830,27964036,15,31.804611,1.8847656,2.2680664,-1,18.08627,2.6210938,17.26375
283830,27780660,15,25.475409,1.5402832,-0.087524414,-1,24.707773,-1.4592285,50.050747
283830,28906732,15,32.010242,-1.5148926,-1.5576172,-1,17.135967,2.3740234,43.609093
283830,29028788,15,50.746708,0.9593506,0.9790039,-1,4.638172,0.44274902,7.8377786
283830,28987905,15,47.960556,-1.8322754,-0.9914551,-1,39.680836,0.9645996,85.956635
283830,29021199,15,35.429974,-1.3894043,2.0717773,-1,23.323563,-2.8012695,37.29805
283830,28285395,15,27.944725,-0.58117676,0.33813477,-1,17.543734,-1.2312012,14.14059
283830,28826881,15,25.445827,-1.154541,0.69641113,-1,15.830948,-2.979004,31.746626
283830,27695557,15,39.65611,-0.6052246,1.5131836,-1,72.76788,2.397461,107.17823
283830,27921563,15,44.370667,2.5976562,0.48138428,-1,48.583214,0.8364258,71.60595
283830,28302335,15,67.0033,-2.8320312,1.4685059,-1,22.185772,-2.3881836,16.972609
283830,28792431,15,25.955238,1.5136719,1.1418457,-1,69.18672,-1.5673828,84.71394
283830,29285322,15,38.099716,2.9990234,0.65478516,-1,55.281834,0.029716492,91.446846
283830,28205388,15,43.164463,1.4682617,-1.6560059,-1,4.7634697,0.91711426,7.803365
283830,27650587,15,101.63927,2.1679688,-1.8903809,-1,46.590736,0.88635254,82.2807
283830,28016169,15,39.019993,0.19418335,-0.43133545,-1,46.836582,2.4711914,77.63468
283830,28384680,15,31.106165,2.2080078,-1.8483887,-1,18.395296,-1.2373047,47.29111
283830,28030773,15,60.32383,-1.8859863,0.62597656,-1,73.22754,0.6912842,127.67008
283830,29153336,15,46.14374,-1.4907227,0.05647278,-1,10.525693,1.4550781,43.86593
283830,28056458,15,25.63246,0.97546387,-1.8999023,-1,55.737236,-2.6533203,73.36401
283830,28252101,15,29.466446,1.9006348,-0.58032227,-1,31.867882,-2.2563477,53.556976
283830,27931483,15,34.352406,-0.47912598,-2.116211,-1,61.884407,2.359375,91.15761
283830,27770299,15,60.822468,-0.48291016,-1.0610352,-1,19.928104,-0.17037964,10.836484
283830,28072225,15,35.032906,2.4516602,-1.8654785,-1,36.88811,-2.0136719,56.715622
283830,27751616,15,36.92131,-0.64990234,-0.6282959,-1,65.43947,1.9406738,94.60042
